Year,LandUseCode,BuildingValue,YardValue,LandValue,Acres,SpecialLand,TotalValue,anum,FullAddress,ParcelID
2003,101  - One Family,120200,0,119600,"4,539.00",0.0,239800,14098,489 APPLETON ST,179.0-0004-0026.0
2002,101  - One Family,120200,0,105700,"4,539.00",0.0,225900,14098,489 APPLETON ST,179.0-0004-0026.0
2001,101  - One Family,120200,0,105700,"4,539.00",0.0,225900,14098,489 APPLETON ST,179.0-0004-0026.0
2000,101  - One Family,89800,0,89300,0.10,0.0,179100,14098,489 APPLETON ST,179.0-0004-0026.0
1999,101  - One Family,89800,0,89300,,0.0,179100,14098,489 APPLETON ST,179.0-0004-0026.0
1998,101  - One Family,79900,0,81200,,0.0,161100,14098,489 APPLETON ST,179.0-0004-0026.0
1997,101  - One Family,74200,0,73000,,0.0,147200,14098,489 APPLETON ST,179.0-0004-0026.0
1996,101  - One Family,74200,0,73000,,0.0,147200,14098,489 APPLETON ST,179.0-0004-0026.0
1995,101  - One Family,74200,0,73000,,0.0,147200,14098,489 APPLETON ST,179.0-0004-0026.0
1994,101  - One Family,80700,0,73500,,0.0,154200,14098,489 APPLETON ST,179.0-0004-0026.0
1993,101  - One Family,80700,0,73500,,0.0,154200,14098,489 APPLETON ST,179.0-0004-0026.0
1992,101  - One Family,72700,0,73500,,0.0,146200,14098,489 APPLETON ST,179.0-0004-0026.0
2026,101  - One Family,382100,1800,431800,"4,219.00",0.0,815700,12735,6 APPLETON PL,164.0-0005-0004.A
2025,101  - One Family,364900,1800,420900,"4,219.00",0.0,787600,12735,6 APPLETON PL,164.0-0005-0004.A
2024,101  - One Family,342800,1500,404500,"4,219.00",0.0,748800,12735,6 APPLETON PL,164.0-0005-0004.A
2023,101  - One Family,312800,1500,377100,"4,219.00",0.0,691400,12735,6 APPLETON PL,164.0-0005-0004.A
2022,101  - One Family,283500,1500,382600,"4,219.00",0.0,667600,12735,6 APPLETON PL,164.0-0005-0004.A
2021,101  - One Family,274900,1500,382600,"4,219.00",0.0,659000,12735,6 APPLETON PL,164.0-0005-0004.A
2020,101  - One Family,275000,1500,382600,"4,219.00",0.0,659100,12735,6 APPLETON PL,164.0-0005-0004.A
2019,101  - One Family,217700,1500,382600,"4,219.00",0.0,601800,12735,6 APPLETON PL,164.0-0005-0004.A
2018,101  - One Family,274900,1500,256900,"4,219.00",0.0,533300,12735,6 APPLETON PL,164.0-0005-0004.A
2017,101  - One Family,269100,1500,246000,"4,219.00",0.0,516600,12735,6 APPLETON PL,164.0-0005-0004.A
2016,101  - One Family,269100,1500,224100,"4,219.00",0.0,494700,12735,6 APPLETON PL,164.0-0005-0004.A
2015,101  - One Family,262300,1500,180400,"4,219.00",0.0,444200,12735,6 APPLETON PL,164.0-0005-0004.A
2014,101  - One Family,262300,1500,161200,"4,219.00",0.0,425000,12735,6 APPLETON PL,164.0-0005-0004.A
2013,101  - One Family,262300,1500,153000,"4,219.00",0.0,416800,12735,6 APPLETON PL,164.0-0005-0004.A
2012,101  - One Family,263200,3000,153000,"4,219.00",0.0,419200,12735,6 APPLETON PL,164.0-0005-0004.A
2011,101  - One Family,263200,3000,153000,"4,219.00",0.0,419200,12735,6 APPLETON PL,164.0-0005-0004.A
2010,101  - One Family,263200,3000,153000,"4,219.00",0.0,419200,12735,6 APPLETON PL,164.0-0005-0004.A
2009,101  - One Family,249500,3000,153000,"4,219.00",0.0,405500,12735,6 APPLETON PL,164.0-0005-0004.A
2008,101  - One Family,259900,3000,153000,"4,219.00",0.0,415900,12735,6 APPLETON PL,164.0-0005-0004.A
2007,101  - One Family,235300,3000,153000,"4,219.00",0.0,391300,12735,6 APPLETON PL,164.0-0005-0004.A
2006,101  - One Family,224100,3100,156400,"4,219.00",0.0,383600,12735,6 APPLETON PL,164.0-0005-0004.A
2005,101  - One Family,211400,3000,147600,"4,219.00",0.0,362000,12735,6 APPLETON PL,164.0-0005-0004.A
2004,101  - One Family,211400,3000,147600,"4,219.00",0.0,362000,12735,6 APPLETON PL,164.0-0005-0004.A
2003,101  - One Family,146800,1500,103800,"4,219.00",0.0,252100,12735,6 APPLETON PL,164.0-0005-0004.A
2002,101  - One Family,146800,1500,92900,"4,219.00",0.0,241200,12735,6 APPLETON PL,164.0-0005-0004.A
2001,101  - One Family,146800,1500,92900,"4,219.00",0.0,241200,12735,6 APPLETON PL,164.0-0005-0004.A
2000,101  - One Family,89000,0,86500,0.10,0.0,175500,12735,6 APPLETON PL,164.0-0005-0004.A
1999,101  - One Family,89000,0,86500,,0.0,175500,12735,6 APPLETON PL,164.0-0005-0004.A
1998,101  - One Family,89000,0,78600,,0.0,167600,12735,6 APPLETON PL,164.0-0005-0004.A
1997,101  - One Family,83900,0,70700,,0.0,154600,12735,6 APPLETON PL,164.0-0005-0004.A
1996,101  - One Family,83900,0,70700,,0.0,154600,12735,6 APPLETON PL,164.0-0005-0004.A
1995,101  - One Family,83900,0,70700,,0.0,154600,12735,6 APPLETON PL,164.0-0005-0004.A
1994,101  - One Family,88800,0,69100,,0.0,157900,12735,6 APPLETON PL,164.0-0005-0004.A
1993,101  - One Family,88800,0,69100,,0.0,157900,12735,6 APPLETON PL,164.0-0005-0004.A
1992,101  - One Family,91500,0,71200,,0.0,162700,12735,6 APPLETON PL,164.0-0005-0004.A
2026,101  - One Family,368700,6100,659400,"7,980.00",0.0,1034200,13255,201 APPLETON ST,171.0-0003-0008.A
2025,101  - One Family,363500,6100,613200,"7,980.00",0.0,982800,13255,201 APPLETON ST,171.0-0003-0008.A
2024,101  - One Family,331100,5100,580300,"7,980.00",0.0,916500,13255,201 APPLETON ST,171.0-0003-0008.A
2023,101  - One Family,282500,5100,507700,"7,980.00",0.0,795300,13255,201 APPLETON ST,171.0-0003-0008.A
2022,101  - One Family,270300,5100,461600,"7,980.00",0.0,737000,13255,201 APPLETON ST,171.0-0003-0008.A
2021,101  - One Family,261600,5100,461600,"7,980.00",0.0,728300,13255,201 APPLETON ST,171.0-0003-0008.A
2020,101  - One Family,261600,5100,461600,"7,980.00",0.0,728300,13255,201 APPLETON ST,171.0-0003-0008.A
2019,101  - One Family,219500,5100,461600,"7,980.00",0.0,686200,13255,201 APPLETON ST,171.0-0003-0008.A
2018,101  - One Family,219500,5100,408800,"7,980.00",0.0,633400,13255,201 APPLETON ST,171.0-0003-0008.A
2017,101  - One Family,219500,5100,342900,"7,980.00",0.0,567500,13255,201 APPLETON ST,171.0-0003-0008.A
2016,101  - One Family,219500,5100,342900,"7,980.00",0.0,567500,13255,201 APPLETON ST,171.0-0003-0008.A
2015,101  - One Family,206500,5100,296700,"7,980.00",0.0,508300,13255,201 APPLETON ST,171.0-0003-0008.A
2014,101  - One Family,206500,5100,286800,"7,980.00",0.0,498400,13255,201 APPLETON ST,171.0-0003-0008.A
2013,101  - One Family,206500,5100,273000,"7,980.00",0.0,484600,13255,201 APPLETON ST,171.0-0003-0008.A
2012,101  - One Family,213400,10200,237400,"7,980.00",0.0,461000,13255,201 APPLETON ST,171.0-0003-0008.A
2011,101  - One Family,213400,10200,237400,"7,980.00",0.0,461000,13255,201 APPLETON ST,171.0-0003-0008.A
2010,101  - One Family,213400,10200,237400,"7,980.00",0.0,461000,13255,201 APPLETON ST,171.0-0003-0008.A
2009,101  - One Family,223900,11400,232600,"7,980.00",0.0,467900,13255,201 APPLETON ST,171.0-0003-0008.A
2008,101  - One Family,181100,11400,239100,"7,980.00",0.0,431600,13255,201 APPLETON ST,171.0-0003-0008.A
2007,101  - One Family,184800,11400,244000,"7,980.00",0.0,440200,13255,201 APPLETON ST,171.0-0003-0008.A
2006,101  - One Family,185300,12400,209700,"7,980.00",0.0,407400,13255,201 APPLETON ST,171.0-0003-0008.A
2005,101  - One Family,174800,11800,197800,"7,980.00",0.0,384400,13255,201 APPLETON ST,171.0-0003-0008.A
2004,101  - One Family,174800,11800,197800,"7,980.00",0.0,384400,13255,201 APPLETON ST,171.0-0003-0008.A
2003,101  - One Family,140400,6500,168100,"7,980.00",0.0,315000,13255,201 APPLETON ST,171.0-0003-0008.A
2002,101  - One Family,140400,6500,138500,"7,980.00",0.0,285400,13255,201 APPLETON ST,171.0-0003-0008.A
2001,101  - One Family,140400,6500,138500,"7,980.00",0.0,285400,13255,201 APPLETON ST,171.0-0003-0008.A
2000,101  - One Family,99600,0,99500,0.18,0.0,199100,13255,201 APPLETON ST,171.0-0003-0008.A
1999,101  - One Family,99600,0,99500,,0.0,199100,13255,201 APPLETON ST,171.0-0003-0008.A
1998,101  - One Family,99600,0,90500,,0.0,190100,13255,201 APPLETON ST,171.0-0003-0008.A
1997,101  - One Family,95100,0,81400,,0.0,176500,13255,201 APPLETON ST,171.0-0003-0008.A
1996,101  - One Family,95100,0,81400,,0.0,176500,13255,201 APPLETON ST,171.0-0003-0008.A
1995,101  - One Family,95100,0,81400,,0.0,176500,13255,201 APPLETON ST,171.0-0003-0008.A
1994,101  - One Family,88500,0,79000,,0.0,167500,13255,201 APPLETON ST,171.0-0003-0008.A
1993,101  - One Family,88500,0,79000,,0.0,167500,13255,201 APPLETON ST,171.0-0003-0008.A
1992,101  - One Family,91200,0,81400,,0.0,172600,13255,201 APPLETON ST,171.0-0003-0008.A
2026,101  - One Family,1287000,0,521100,"6,197.00",0.0,1808100,14294,372 APPLETON ST,184.0-0004-0007.0
2025,101  - One Family,1226800,0,496800,"6,197.00",0.0,1723600,14294,372 APPLETON ST,184.0-0004-0007.0
2024,101  - One Family,1161300,0,496800,"6,197.00",0.0,1658100,14294,372 APPLETON ST,184.0-0004-0007.0
2023,101  - One Family,954100,0,476300,"7,750.00",0.0,1430400,14294,372 APPLETON ST,184.0-0004-0007.0
2022,101  - One Family,284200,0,456800,"7,750.00",0.0,741000,14294,372 APPLETON ST,184.0-0004-0007.0
2021,101  - One Family,276100,0,456800,"7,750.00",0.0,732900,14294,372 APPLETON ST,184.0-0004-0007.0
2020,101  - One Family,276100,0,456800,"7,750.00",0.0,732900,14294,372 APPLETON ST,184.0-0004-0007.0
2019,101  - One Family,228300,0,456800,"7,750.00",0.0,685100,14294,372 APPLETON ST,184.0-0004-0007.0
2018,101  - One Family,228300,0,385000,"7,750.00",0.0,613300,14294,372 APPLETON ST,184.0-0004-0007.0
2017,101  - One Family,228300,0,352400,"7,750.00",0.0,580700,14294,372 APPLETON ST,184.0-0004-0007.0
2016,101  - One Family,228300,0,300200,"7,750.00",0.0,528500,14294,372 APPLETON ST,184.0-0004-0007.0
2015,101  - One Family,222900,0,261000,"7,750.00",0.0,483900,14294,372 APPLETON ST,184.0-0004-0007.0
2014,101  - One Family,222900,0,241400,"7,750.00",0.0,464300,14294,372 APPLETON ST,184.0-0004-0007.0
2013,101  - One Family,222900,0,229700,"7,750.00",0.0,452600,14294,372 APPLETON ST,184.0-0004-0007.0
2012,101  - One Family,222900,0,208800,"7,750.00",0.0,431700,14294,372 APPLETON ST,184.0-0004-0007.0
2011,101  - One Family,222900,0,208800,"7,750.00",0.0,431700,14294,372 APPLETON ST,184.0-0004-0007.0
2010,101  - One Family,222900,0,208800,"7,750.00",0.0,431700,14294,372 APPLETON ST,184.0-0004-0007.0
2009,101  - One Family,213400,0,210800,"7,750.00",0.0,424200,14294,372 APPLETON ST,184.0-0004-0007.0
2008,101  - One Family,222200,0,210800,"7,750.00",0.0,433000,14294,372 APPLETON ST,184.0-0004-0007.0
2007,101  - One Family,233900,0,221900,"7,750.00",0.0,455800,14294,372 APPLETON ST,184.0-0004-0007.0
2006,101  - One Family,228100,0,179800,"7,750.00",0.0,407900,14294,372 APPLETON ST,184.0-0004-0007.0
2005,101  - One Family,215200,0,176200,"7,750.00",0.0,391400,14294,372 APPLETON ST,184.0-0004-0007.0
2004,101  - One Family,215200,0,176200,"7,750.00",0.0,391400,14294,372 APPLETON ST,184.0-0004-0007.0
2003,101  - One Family,152200,0,143600,"7,750.00",0.0,295800,14294,372 APPLETON ST,184.0-0004-0007.0
2002,101  - One Family,152200,0,130500,"7,750.00",0.0,282700,14294,372 APPLETON ST,184.0-0004-0007.0
2001,101  - One Family,152200,0,130500,"7,750.00",0.0,282700,14294,372 APPLETON ST,184.0-0004-0007.0
2000,101  - One Family,102900,0,109300,0.18,0.0,212200,14294,372 APPLETON ST,184.0-0004-0007.0
1999,101  - One Family,102900,0,109300,,0.0,212200,14294,372 APPLETON ST,184.0-0004-0007.0
1998,101  - One Family,102900,0,99400,,0.0,202300,14294,372 APPLETON ST,184.0-0004-0007.0
1997,101  - One Family,95900,0,89500,,0.0,185400,14294,372 APPLETON ST,184.0-0004-0007.0
1996,101  - One Family,95900,0,89500,,0.0,185400,14294,372 APPLETON ST,184.0-0004-0007.0
1995,101  - One Family,95900,0,89500,,0.0,185400,14294,372 APPLETON ST,184.0-0004-0007.0
1994,101  - One Family,100700,0,87300,,0.0,188000,14294,372 APPLETON ST,184.0-0004-0007.0
1993,101  - One Family,100700,0,87300,,0.0,188000,14294,372 APPLETON ST,184.0-0004-0007.0
1992,101  - One Family,103800,0,90000,,0.0,193800,14294,372 APPLETON ST,184.0-0004-0007.0
2026,101  - One Family,328200,0,524500,"6,330.00",0.0,852700,14288,396 APPLETON ST,184.0-0004-0001.0
2025,101  - One Family,323500,0,500100,"6,330.00",0.0,823600,14288,396 APPLETON ST,184.0-0004-0001.0
2024,101  - One Family,293000,0,500100,"6,330.00",0.0,793100,14288,396 APPLETON ST,184.0-0004-0001.0
2023,101  - One Family,245500,0,445200,"6,330.00",0.0,690700,14288,396 APPLETON ST,184.0-0004-0001.0
2022,101  - One Family,234700,0,426900,"6,330.00",0.0,661600,14288,396 APPLETON ST,184.0-0004-0001.0
2021,101  - One Family,226900,0,426900,"6,330.00",0.0,653800,14288,396 APPLETON ST,184.0-0004-0001.0
2020,101  - One Family,227000,0,426900,"6,330.00",0.0,653900,14288,396 APPLETON ST,184.0-0004-0001.0
2019,101  - One Family,201400,0,426900,"6,330.00",0.0,628300,14288,396 APPLETON ST,184.0-0004-0001.0
2018,101  - One Family,188900,0,359800,"6,330.00",0.0,548700,14288,396 APPLETON ST,184.0-0004-0001.0
2017,101  - One Family,176200,0,329300,"6,330.00",0.0,505500,14288,396 APPLETON ST,184.0-0004-0001.0
2016,101  - One Family,176200,0,280600,"6,330.00",0.0,456800,14288,396 APPLETON ST,184.0-0004-0001.0
2015,101  - One Family,165400,0,244000,"6,330.00",0.0,409400,14288,396 APPLETON ST,184.0-0004-0001.0
2014,101  - One Family,165400,0,225700,"6,330.00",0.0,391100,14288,396 APPLETON ST,184.0-0004-0001.0
2013,101  - One Family,165400,0,214700,"6,330.00",0.0,380100,14288,396 APPLETON ST,184.0-0004-0001.0
2012,101  - One Family,175200,0,195200,"6,330.00",0.0,370400,14288,396 APPLETON ST,184.0-0004-0001.0
2011,101  - One Family,175200,0,195200,"6,330.00",0.0,370400,14288,396 APPLETON ST,184.0-0004-0001.0
2010,101  - One Family,167300,0,195200,"6,330.00",0.0,362500,14288,396 APPLETON ST,184.0-0004-0001.0
2009,101  - One Family,178000,0,197000,"6,330.00",0.0,375000,14288,396 APPLETON ST,184.0-0004-0001.0
2008,101  - One Family,185400,0,197000,"6,330.00",0.0,382400,14288,396 APPLETON ST,184.0-0004-0001.0
2007,101  - One Family,195200,0,207400,"6,330.00",0.0,402600,14288,396 APPLETON ST,184.0-0004-0001.0
2006,101  - One Family,192200,0,168100,"6,330.00",0.0,360300,14288,396 APPLETON ST,184.0-0004-0001.0
2005,101  - One Family,181300,0,164700,"6,330.00",0.0,346000,14288,396 APPLETON ST,184.0-0004-0001.0
2004,101  - One Family,181300,0,164700,"6,330.00",0.0,346000,14288,396 APPLETON ST,184.0-0004-0001.0
2003,101  - One Family,135500,0,134200,"6,330.00",0.0,269700,14288,396 APPLETON ST,184.0-0004-0001.0
2002,101  - One Family,135500,0,122000,"6,330.00",0.0,257500,14288,396 APPLETON ST,184.0-0004-0001.0
2001,101  - One Family,135500,0,122000,"6,330.00",0.0,257500,14288,396 APPLETON ST,184.0-0004-0001.0
2000,101  - One Family,89600,0,101000,0.15,0.0,190600,14288,396 APPLETON ST,184.0-0004-0001.0
1999,101  - One Family,89600,0,101000,,0.0,190600,14288,396 APPLETON ST,184.0-0004-0001.0
1998,101  - One Family,89600,0,91800,,0.0,181400,14288,396 APPLETON ST,184.0-0004-0001.0
1997,101  - One Family,82900,0,82600,,0.0,165500,14288,396 APPLETON ST,184.0-0004-0001.0
1996,101  - One Family,82900,0,82600,,0.0,165500,14288,396 APPLETON ST,184.0-0004-0001.0
1995,101  - One Family,82900,0,82600,,0.0,165500,14288,396 APPLETON ST,184.0-0004-0001.0
1994,101  - One Family,92900,0,80400,,0.0,173300,14288,396 APPLETON ST,184.0-0004-0001.0
1993,101  - One Family,92900,0,80400,,0.0,173300,14288,396 APPLETON ST,184.0-0004-0001.0
1992,101  - One Family,95800,0,82900,,0.0,178700,14288,396 APPLETON ST,184.0-0004-0001.0
2026,102  - Condo,818700,3600,0,0.00,0.0,822300,15576,155 APPLETON ST #2,167.0-0003-0005.0
2025,102  - Condo,787300,3600,0,0.00,0.0,790900,15576,155 APPLETON ST #2,167.0-0003-0005.0
2024,102  - Condo,754800,3000,0,0.00,0.0,757800,15576,155 APPLETON ST #2,167.0-0003-0005.0
2023,102  - Condo,728400,3000,0,0.00,0.0,731400,15576,155 APPLETON ST #2,167.0-0003-0005.0
2022,102  - Condo,707800,3000,0,0.00,0.0,710800,15576,155 APPLETON ST #2,167.0-0003-0005.0
2021,102  - Condo,687200,3000,0,0.00,0.0,690200,15576,155 APPLETON ST #2,167.0-0003-0005.0
2020,102  - Condo,676800,3000,0,0.00,0.0,679800,15576,155 APPLETON ST #2,167.0-0003-0005.0
2019,102  - Condo,600000,3000,0,0.00,0.0,603000,15576,155 APPLETON ST #2,167.0-0003-0005.0
2018,102  - Condo,530800,3000,0,0.00,0.0,533800,15576,155 APPLETON ST #2,167.0-0003-0005.0
2017,102  - Condo,484000,3000,0,0.00,0.0,487000,15576,155 APPLETON ST #2,167.0-0003-0005.0
2016,102  - Condo,484000,3000,0,0.00,0.0,487000,15576,155 APPLETON ST #2,167.0-0003-0005.0
2015,102  - Condo,440100,3000,0,0.00,0.0,443100,15576,155 APPLETON ST #2,167.0-0003-0005.0
2014,102  - Condo,420100,3000,0,0.00,0.0,423100,15576,155 APPLETON ST #2,167.0-0003-0005.0
2013,102  - Condo,420100,3000,0,0.00,0.0,423100,15576,155 APPLETON ST #2,167.0-0003-0005.0
2012,102  - Condo,385800,6100,0,0.00,0.0,391900,15576,155 APPLETON ST #2,167.0-0003-0005.0
2011,102  - Condo,385800,6100,0,0.00,0.0,391900,15576,155 APPLETON ST #2,167.0-0003-0005.0
2010,102  - Condo,385800,6100,0,0.00,0.0,391900,15576,155 APPLETON ST #2,167.0-0003-0005.0
2009,102  - Condo,391300,6100,0,0.00,0.0,397400,15576,155 APPLETON ST #2,167.0-0003-0005.0
1992,104  - Two Family,125200,0,88900,,0.0,214100,15576,155 APPLETON ST #2,167.0-0003-0005.0
2026,101  - One Family,1381600,0,630200,"11,006.00",0.0,2011800,14129,492 APPLETON ST,179.0-0006-0023.B
2025,101  - One Family,1320600,0,600100,"11,006.00",0.0,1920700,14129,492 APPLETON ST,179.0-0006-0023.B
2024,101  - One Family,1239400,0,577600,"11,006.00",0.0,1817000,14129,492 APPLETON ST,179.0-0006-0023.B
2023,101  - One Family,1078800,0,540100,"11,006.00",0.0,1618900,14129,492 APPLETON ST,179.0-0006-0023.B
2022,101  - One Family,980600,0,525100,"11,006.00",0.0,1505700,14129,492 APPLETON ST,179.0-0006-0023.B
2021,101  - One Family,951800,0,525100,"11,006.00",0.0,1476900,14129,492 APPLETON ST,179.0-0006-0023.B
2020,101  - One Family,951800,0,525100,"11,006.00",0.0,1476900,14129,492 APPLETON ST,179.0-0006-0023.B
2019,101  - One Family,748800,0,517600,"11,006.00",0.0,1266400,14129,492 APPLETON ST,179.0-0006-0023.B
2018,101  - One Family,748800,0,397600,"11,006.00",0.0,1146400,14129,492 APPLETON ST,179.0-0006-0023.B
2017,101  - One Family,748800,0,375100,"11,006.00",0.0,1123900,14129,492 APPLETON ST,179.0-0006-0023.B
2016,101  - One Family,0,0,345100,"11,006.00",0.0,345100,14129,492 APPLETON ST,179.0-0006-0023.B
2015,130  - Dev. Land,0,0,334300,"11,917.00",0.0,334300,14129,492 APPLETON ST,179.0-0006-0023.B
2014,130  - Dev. Land,0,0,307900,"11,917.00",0.0,307900,14129,492 APPLETON ST,179.0-0006-0023.B
2013,130  - Dev. Land,0,0,307900,"11,917.00",0.0,307900,14129,492 APPLETON ST,179.0-0006-0023.B
2012,130  - Dev. Land,0,0,256600,"11,917.00",0.0,256600,14129,492 APPLETON ST,179.0-0006-0023.B
2011,130  - Dev. Land,0,0,256600,"11,917.00",0.0,256600,14129,492 APPLETON ST,179.0-0006-0023.B
2010,130  - Dev. Land,0,0,256600,"11,917.00",0.0,256600,14129,492 APPLETON ST,179.0-0006-0023.B
2009,130  - Dev. Land,0,0,256400,"11,917.00",0.0,256400,14129,492 APPLETON ST,179.0-0006-0023.B
2008,130  - Dev. Land,0,0,256400,"11,917.00",0.0,256400,14129,492 APPLETON ST,179.0-0006-0023.B
2007,130  - Dev. Land,0,0,264400,"11,917.00",0.0,264400,14129,492 APPLETON ST,179.0-0006-0023.B
2006,130  - Dev. Land,0,0,214300,"11,917.00",0.0,214300,14129,492 APPLETON ST,179.0-0006-0023.B
2005,130  - Dev. Land,0,0,202200,"11,917.00",0.0,202200,14129,492 APPLETON ST,179.0-0006-0023.B
2004,130  - Dev. Land,0,0,202200,"11,917.00",0.0,202200,14129,492 APPLETON ST,179.0-0006-0023.B
2003,130  - Dev. Land,0,0,167200,"11,917.00",0.0,167200,14129,492 APPLETON ST,179.0-0006-0023.B
2002,130  - Dev. Land,0,0,147700,"11,917.00",0.0,147700,14129,492 APPLETON ST,179.0-0006-0023.B
2001,130  - Dev. Land,0,0,147700,"11,917.00",0.0,147700,14129,492 APPLETON ST,179.0-0006-0023.B
2000,130  - Dev. Land,0,0,78200,0.27,0.0,78200,14129,492 APPLETON ST,179.0-0006-0023.B
1999,130  - Dev. Land,0,0,78200,,0.0,78200,14129,492 APPLETON ST,179.0-0006-0023.B
1998,130  - Dev. Land,0,0,78200,,0.0,78200,14129,492 APPLETON ST,179.0-0006-0023.B
2026,104  - Two Family,535500,0,438400,"4,500.00",0.0,973900,12734,10-12 APPLETON PL,164.0-0005-0003.0
2025,104  - Two Family,518900,0,427300,"4,500.00",0.0,946200,12734,10-12 APPLETON PL,164.0-0005-0003.0
2024,104  - Two Family,481300,0,410700,"4,500.00",0.0,892000,12734,10-12 APPLETON PL,164.0-0005-0003.0
2023,104  - Two Family,518200,0,382900,"4,500.00",0.0,901100,12734,10-12 APPLETON PL,164.0-0005-0003.0
2022,104  - Two Family,513500,0,388500,"4,500.00",0.0,902000,12734,10-12 APPLETON PL,164.0-0005-0003.0
2021,104  - Two Family,489800,0,388500,"4,500.00",0.0,878300,12734,10-12 APPLETON PL,164.0-0005-0003.0
2020,104  - Two Family,489800,0,388500,"4,500.00",0.0,878300,12734,10-12 APPLETON PL,164.0-0005-0003.0
2019,104  - Two Family,378400,0,388500,"4,500.00",0.0,766900,12734,10-12 APPLETON PL,164.0-0005-0003.0
2018,104  - Two Family,378400,0,260900,"4,500.00",0.0,639300,12734,10-12 APPLETON PL,164.0-0005-0003.0
2017,104  - Two Family,354400,0,249800,"4,500.00",0.0,604200,12734,10-12 APPLETON PL,164.0-0005-0003.0
2016,104  - Two Family,354400,0,227600,"4,500.00",0.0,582000,12734,10-12 APPLETON PL,164.0-0005-0003.0
2015,104  - Two Family,314900,0,183200,"4,500.00",0.0,498100,12734,10-12 APPLETON PL,164.0-0005-0003.0
2014,104  - Two Family,314900,0,163700,"4,500.00",0.0,478600,12734,10-12 APPLETON PL,164.0-0005-0003.0
2013,104  - Two Family,328000,0,155400,"4,500.00",0.0,483400,12734,10-12 APPLETON PL,164.0-0005-0003.0
2012,104  - Two Family,350000,0,155400,"4,500.00",0.0,505400,12734,10-12 APPLETON PL,164.0-0005-0003.0
2011,104  - Two Family,350000,0,155400,"4,500.00",0.0,505400,12734,10-12 APPLETON PL,164.0-0005-0003.0
2010,104  - Two Family,350000,0,155400,"4,500.00",0.0,505400,12734,10-12 APPLETON PL,164.0-0005-0003.0
2009,104  - Two Family,358000,0,155400,"4,500.00",0.0,513400,12734,10-12 APPLETON PL,164.0-0005-0003.0
2008,104  - Two Family,372000,0,155400,"4,500.00",0.0,527400,12734,10-12 APPLETON PL,164.0-0005-0003.0
2007,104  - Two Family,368500,0,155400,"4,500.00",0.0,523900,12734,10-12 APPLETON PL,164.0-0005-0003.0
2006,104  - Two Family,364400,0,163300,"4,500.00",0.0,527700,12734,10-12 APPLETON PL,164.0-0005-0003.0
2005,104  - Two Family,335700,0,149900,"4,500.00",0.0,485600,12734,10-12 APPLETON PL,164.0-0005-0003.0
2004,104  - Two Family,335700,0,149900,"4,500.00",0.0,485600,12734,10-12 APPLETON PL,164.0-0005-0003.0
2003,104  - Two Family,230800,0,105500,"4,500.00",0.0,336300,12734,10-12 APPLETON PL,164.0-0005-0003.0
2002,104  - Two Family,230800,0,94400,"4,500.00",0.0,325200,12734,10-12 APPLETON PL,164.0-0005-0003.0
2001,104  - Two Family,230800,0,94400,"4,500.00",0.0,325200,12734,10-12 APPLETON PL,164.0-0005-0003.0
2000,104  - Two Family,147500,0,89100,0.10,0.0,236600,12734,10-12 APPLETON PL,164.0-0005-0003.0
1999,104  - Two Family,147500,0,89100,,0.0,236600,12734,10-12 APPLETON PL,164.0-0005-0003.0
1998,104  - Two Family,147500,0,81000,,0.0,228500,12734,10-12 APPLETON PL,164.0-0005-0003.0
1997,104  - Two Family,138100,0,72900,,0.0,211000,12734,10-12 APPLETON PL,164.0-0005-0003.0
1996,104  - Two Family,138100,0,72900,,0.0,211000,12734,10-12 APPLETON PL,164.0-0005-0003.0
1995,104  - Two Family,138100,0,72900,,0.0,211000,12734,10-12 APPLETON PL,164.0-0005-0003.0
1994,104  - Two Family,136500,0,70000,,0.0,206500,12734,10-12 APPLETON PL,164.0-0005-0003.0
1993,104  - Two Family,136500,0,70000,,0.0,206500,12734,10-12 APPLETON PL,164.0-0005-0003.0
1992,104  - Two Family,142200,0,72900,,0.0,215100,12734,10-12 APPLETON PL,164.0-0005-0003.0
2026,101  - One Family,285700,5000,569700,"11,120.00",0.0,860400,14131,400 APPLETON ST,179.0-0007-0001.0
2025,101  - One Family,281000,5000,542600,"11,120.00",0.0,828600,14131,400 APPLETON ST,179.0-0007-0001.0
2024,101  - One Family,256200,4400,522200,"11,120.00",0.0,782800,14131,400 APPLETON ST,179.0-0007-0001.0
2023,101  - One Family,243300,4400,488300,"11,120.00",0.0,736000,14131,400 APPLETON ST,179.0-0007-0001.0
2022,101  - One Family,215300,4400,474800,"11,120.00",0.0,694500,14131,400 APPLETON ST,179.0-0007-0001.0
2021,101  - One Family,207600,4400,474800,"11,120.00",0.0,686800,14131,400 APPLETON ST,179.0-0007-0001.0
2020,101  - One Family,207700,4400,474800,"11,120.00",0.0,686900,14131,400 APPLETON ST,179.0-0007-0001.0
2019,101  - One Family,189200,4400,520000,"11,120.00",0.0,713600,14131,400 APPLETON ST,179.0-0007-0001.0
2018,101  - One Family,187400,3700,399400,"11,120.00",0.0,590500,14131,400 APPLETON ST,179.0-0007-0001.0
2017,101  - One Family,187400,3700,376800,"11,120.00",0.0,567900,14131,400 APPLETON ST,179.0-0007-0001.0
2016,101  - One Family,187400,3700,346700,"11,120.00",0.0,537800,14131,400 APPLETON ST,179.0-0007-0001.0
